"phenx","icd10_desc","combo","organ","subcombo"
"Headache; including migraine","Ophthalmoplegic migraine, not intractable","Migraine","Neurology",NA
"Headache; including migraine","Other complicated headache syndrome","Headache","Neurology",NA
"Headache; including migraine","Other headache syndrome","Headache","Neurology",NA
"Headache; including migraine","Other migraine, intractable, without status migrainosus","Migraine","Neurology",NA
"Headache; including migraine","Other migraine, not intractable, without status migrainosus","Migraine","Neurology",NA
"Headache; including migraine","Periodic headache syndromes in child or adult, intractable","Headache","Neurology",NA
"Headache; including migraine","Periodic headache syndromes in child or adult, not intractable","Headache","Neurology",NA
"Headache; including migraine","Post-traumatic headache, unspecified, intractable","Headache","Neurology",NA
"Headache; including migraine","Post-traumatic headache, unspecified, not intractable","Headache","Neurology",NA
"Headache; including migraine","Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable","Headache","Neurology",NA
"Headache; including migraine","Tension-type headache, unspecified, intractable","Headache","Neurology",NA
"Headache; including migraine","Tension-type headache, unspecified, not intractable","Headache","Neurology",NA
"Headache; including migraine","Vascular headache, not elsewhere classified","Headache","Neurology",NA
"Nervous system pain and pain syndromes","Acute pain due to trauma","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Central pain syndrome","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Chronic pain due to trauma","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Chronic pain syndrome","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Complex regional pain syndrome I of right lower limb","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Horner's syndrome","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Other acute postprocedural pain","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Other chronic pain","Pain syndrome","Neurology",NA
"Nervous system pain and pain syndromes","Other chronic postprocedural pain","Pain syndrome","Neurology",NA
"Nervous system signs and symptoms","Abnormal reflex","Nervous system s/s","Neurology","Abnormal reflex"
"Nervous system signs and symptoms","Age-related cognitive decline","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Agnosia","Nervous system s/s","Neurology","Agnosia"
"Nervous system signs and symptoms","Altered mental status, unspecified","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Anosmia","Nervous system s/s","Neurology","Abnormal Smell/Taste"
"Nervous system signs and symptoms","Aphasia","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Apraxia","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Ataxia, unspecified","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Ataxic gait","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Attention and concentration deficit","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Cognitive communication deficit","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Coma scale, best motor response, abnormal flexion, 24 hours or more after hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, best motor response, obeys commands, at arrival to emergency department","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, best motor response, obeys commands, at hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, best verbal response, oriented, 24 hours or more after hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, best verbal response, oriented, at arrival to emergency department","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, best verbal response, oriented, at hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, eyes open, spontaneous, at arrival to emergency department","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, eyes open, spontaneous, at hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Coma scale, eyes open, to sound, 24 hours or more after hospital admission","Nervous system s/s","Neurology","Coma"
"Nervous system signs and symptoms","Difficulty in walking, not elsewhere classified","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Disorientation, unspecified","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Dysarthria and anarthria","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Dyslexia and alexia","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Dysphasia","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Facial weakness","Nervous system s/s","Neurology","Facial weakness"
"Nervous system signs and symptoms","Fasciculation","Nervous system s/s","Neurology","Fasciculation"
"Nervous system signs and symptoms","Frontal lobe and executive function deficit","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Functional quadriplegia","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Neurologic neglect syndrome","Nervous system s/s","Neurology","Other"
"Nervous system signs and symptoms","Other abnormal involuntary movements","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Other abnormalities of gait and mobility","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Other amnesia","Nervous system s/s","Neurology","Amnesia"
"Nervous system signs and symptoms","Other disturbances of smell and taste","Nervous system s/s","Neurology","Abnormal Smell/Taste"
"Nervous system signs and symptoms","Other lack of coordination","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Other speech disturbances","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Other symptoms and signs involving cognitive functions and awareness","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Other symptoms and signs involving the nervous system","Nervous system s/s","Neurology","Other"
"Nervous system signs and symptoms","Parageusia","Nervous system s/s","Neurology","Abnormal Smell/Taste"
"Nervous system signs and symptoms","Paralytic gait","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Parosmia","Nervous system s/s","Neurology","Abnormal Smell/Taste"
"Nervous system signs and symptoms","Slurred speech","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Transient alteration of awareness","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Tremor, unspecified","Nervous system s/s","Neurology","Tremor"
"Nervous system signs and symptoms","Unspecified abnormal involuntary movements","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Unspecified abnormalities of gait and mobility","Nervous system s/s","Neurology","Abnormal Gait"
"Nervous system signs and symptoms","Unspecified disturbances of smell and taste","Nervous system s/s","Neurology","Abnormal Smell/Taste"
"Nervous system signs and symptoms","Unspecified speech disturbances","Nervous system s/s","Neurology","Abnormal Speech"
"Nervous system signs and symptoms","Unspecified symptoms and signs involving cognitive functions and awareness","Nervous system s/s","Neurology","Abnormal Cognition"
"Nervous system signs and symptoms","Unspecified symptoms and signs involving the nervous system","Nervous system s/s","Neurology","Other"
"Nervous system signs and symptoms","Unsteadiness on feet","Nervous system s/s","Neurology","Abnormal Gait"
"Other nervous system disorders","Acute transverse myelitis in demyelinating disease of central nervous system","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Amyotrophic lateral sclerosis","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Benign intracranial hypertension","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Blepharospasm","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Carotid sinus syncope","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Cerebral cysts","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Cerebral edema","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Communicating hydrocephalus","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Compression of brain","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Conus medullaris syndrome","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Degenerative disease of nervous system, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Demyelinating disease of central nervous system, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Disease of spinal cord, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Disorder of brain, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Disorder of the autonomic nervous system, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Dural tear","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Dystonia, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Encephalopathy, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Essential tremor","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Extrapyramidal and movement disorder, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Familial dysautonomia [Riley-Day]","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Hydrocephalus, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Idiopathic orofacial dystonia","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Influenza due to other identified influenza virus with encephalopathy","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Intracranial and intraspinal phlebitis and thrombophlebitis","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Metabolic encephalopathy","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Mild cognitive impairment of uncertain or unknown etiology","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Motor neuron disease, unspecified","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Multi-system degeneration of the autonomic nervous system","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Myelopathy in diseases classified elsewhere","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Myoclonus","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Neuromyelitis optica [Devic]","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Obstructive hydrocephalus","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other cord compression","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other disorders of autonomic nervous system","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other disorders of peripheral nervous system","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other encephalopathy","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other idiopathic peripheral autonomic neuropathy","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other specified diseases of spinal cord","Nervous System Disorders","Neurology",NA
"Other nervous system disorders","Other specified disorders of brain","Nervous System Disorders","Neurology",NA
